
#NATION
Name       blue ariel~
Species    avian~
Hit        19
Mana       34
Height     66
Base_age	50
Metabolism	2
AC_plus	0
NPC_only	2
Unarmed	0
Sector	9
Resist	0
Suscept	0
Weapon	0
Bodyparts	34815
Affect	0
Str_mod	-5
Int_mod    5
Wis_mod    5
Dex_mod    0
Con_mod    -5
Cha_mod    5
Lck_mod    0
Eyes    blue,sky blue,cloudy,misty,gray,light blue,silvery,black,amber,green,brown~
Hair    black,dark,dark brown,brown,blond,fair,light~
Skin_color    pale,light,fair,very pale,very light,very fair~
Skin_type    skin~
Extra_color    blue,sapphire,light blue,dark blue,deep blue,sky blue,sea blue,cerulean~
Extra_type    feathers~

#NATION
Name       mountain dwarf~
Species    dwarf~
Hit        35
Mana       17
Height     51
Base_age	75
Metabolism	1
AC_plus	0
NPC_only	0
Unarmed	0
Sector	13
Resist	0
Suscept	0
Weapon	3
Bodyparts	2047
Affect	512
Str_mod	0
Int_mod    -5
Wis_mod    20
Dex_mod    -5
Con_mod    20
Cha_mod    -5
Lck_mod    0
Eyes    black,brown,dark brown,gray,slate gray,stony gray,blue,dark blue,light brown~
Hair    black,brown,dark brown,light brown,reddish brown,almost black~
Skin_color    pale,fair,light,medium,average~
Skin_type    skin~
Extra_color    long,short,bushy,full,very long,medium,average~
Extra_type    beard~

#NATION
Name       wood elf~
Species    elf~
Hit        19
Mana       31
Height     63
Base_age	100
Metabolism	1
AC_plus	0
NPC_only	0
Unarmed	0
Sector	3
Resist	0
Suscept	0
Weapon	8
Bodyparts	2047
Affect	512
Str_mod	0
Int_mod    5
Wis_mod    5
Dex_mod    10
Con_mod    0
Cha_mod    10
Lck_mod    0
Eyes    green,emerald green,bright green,dark green,black,blue~
Hair    black,dark,night black,shadowy~
Skin_color    pale~
Skin_type    skin~

#NATION
Name       harfoot~
Species    dwarf~
Hit        23
Mana       27
Height     45
Base_age	1
Metabolism	1
AC_plus	0
NPC_only	2
Unarmed	0
Sector	0
Resist	0
Suscept	0
Weapon	0
Bodyparts	2047
Affect	0
Str_mod	-5
Int_mod    0
Wis_mod    5
Dex_mod    10
Con_mod    5
Cha_mod    0
Lck_mod    0
Eyes    blue,green,brown,black,hazel,gray,blue-gray,light blue,dark blue,dark brown,light brown~
Hair    black,dark brown,dark,brown,light brown,jet black,blond,fair~
Skin_color    fair,pale,light,medium,average,very pale~
Skin_type    skin~

#NATION
Name       swamp troll~
Species    giant~
Hit        38
Mana       8
Height     120
Base_age	15
Metabolism	10
AC_plus	0
NPC_only	2
Unarmed	0
Sector	6
Resist	0
Suscept	1
Weapon	5
Bodyparts	2047
Affect	0
Str_mod	10
Int_mod    -10
Wis_mod    -10
Dex_mod    5
Con_mod    10
Cha_mod    -10
Lck_mod    0
Eyes    yellow,brown,black,green,slime green,puke brown,feral yellow~
Hair    seaweed green,green,slimy,muddy brown,matted black,dark,tangled green~
Skin_color    green,slimy green,slimy brown,brown,muddy brown,dark green,dark brown~
Skin_type    skin~

#NATION
Name       albrynnian~
Species    human~
Hit        25
Mana       25
Height     66
Base_age	18
Metabolism	1
AC_plus	0
NPC_only	2
Unarmed	0
Sector	1
Resist	0
Suscept	0
Weapon	1
Bodyparts	4095
Affect	0
Str_mod	0
Int_mod    0
Wis_mod    0
Dex_mod    0
Con_mod    0
Cha_mod    0
Lck_mod    0
Eyes    dark,black,blue,green,hazel,gray,brown,dark brown,light brown~
Hair    dark,black,brown,dark brown,reddish brown,slick black,shiny black,jet black~
Skin_color    black,dark,brown,very dark,medium brown,ruddy brown~
Skin_type    skin~

#NATION
Name       drow~
Species    elf~
Hit        18
Mana       34
Height     66
Base_age	60
Metabolism	1
AC_plus	0
NPC_only	2
Unarmed	0
Sector	13
Resist	0
Suscept	0
Weapon	4
Bodyparts	2047
Affect	512
Str_mod	-10
Int_mod    10
Wis_mod    5
Dex_mod    10
Con_mod    -10
Cha_mod    -10
Lck_mod    0
Eyes    red,glowing red,light red,dark red,blood red,golden,silver~
Hair    white,silver,copper,gold,silvery,light gold~
Skin_color    dark,black,dark purple,almost black,extremely dark,very dark~
Skin_type    skin~

#NATION
Name       hill dwarf~
Species    dwarf~
Hit        32
Mana       22
Height     51
Base_age	60
Metabolism	1
AC_plus	0
NPC_only	2
Unarmed	0
Sector	1
Resist	0
Suscept	0
Weapon	3
Bodyparts	2047
Affect	512
Str_mod	0
Int_mod    0
Wis_mod    0
Dex_mod    0
Con_mod    0
Cha_mod    0
Lck_mod    0
Eyes    black,brown,dark brown,blue,hazel,green,light blue,gray,light gray,light brown~
Hair    black,brown,dark brown,light brown,blond,fair,light,red,reddish brown~
Skin_color    dark,fair,pale,light,medium,average~
Extra_color    long,very long,full,bushy,short,very short,thin~
Extra_type    beard~

#NATION
Name       half-elf~
Species    elf~
Hit        23
Mana       27
Height     66
Base_age	30
Metabolism	1
AC_plus	0
NPC_only	2
Unarmed	0
Sector	0
Resist	0
Suscept	0
Weapon	0
Bodyparts	2047
Affect	0
Str_mod	-10
Int_mod    5
Wis_mod    10
Dex_mod    0
Con_mod    -5
Cha_mod    0
Lck_mod    0
Eyes    blue,green,black,hazel,silver,golden,light blue,dark brown,brown,light brown,amber~
Hair    blond,black,fair,strawberry blond,light brown,brown,dark brown,reddish brown,red~
Skin_color    fair,pale,light,very light,average,medium,dark,tanned~
Skin_type    skin~

#NATION
Name       pixie~
Species    fae~
Hit        15
Mana       35
Height     12
Base_age	50
Metabolism	8
AC_plus	0
NPC_only	0
Unarmed	0
Sector	3
Resist	0
Suscept	0
Weapon	2
Bodyparts	34815
Affect	2097152&16777216
Str_mod	-50
Int_mod    50
